teaor,1-4,5-9,10-19,20-49,50-249,250-1000
73,0.9534939759036145,0.028313253012048192,0.010843373493975903,0.005662650602409639,0.0016867469879518072,0.0
74,0.9935241149623782,0.005273220673492044,0.0010176390773405698,0.00018502528678919454,0.0,0.0
75,0.9851380042462845,0.014861995753715499,0.0,0.0,0.0,0.0
77,0.9764102564102564,0.017435897435897435,0.004615384615384616,0.0015384615384615385,0.0,0.0
78,0.6970172684458399,0.06436420722135008,0.023547880690737835,0.07849293563579278,0.10675039246467818,0.029827315541601257
79,0.9756715661429296,0.021287379624936646,0.0030410542321338066,0.0,0.0,0.0
8,1.0,0.0,0.0,0.0,0.0,0.0
80,0.8868462757527734,0.03549920760697306,0.03232963549920761,0.018700475435816166,0.026624405705229795,0.0
81,0.9490809104333214,0.026121492947706094,0.013086206018636387,0.008197973420235247,0.0035134171801008197,0.0
82,0.9712985146142789,0.015668423574508865,0.007954000958313369,0.0036415908001916626,0.0010541447053186391,0.0003833253473885961
84,0.18181818181818182,0.0,0.0,0.0,0.25,0.5681818181818182
85,0.9630750172713629,0.01088691426257236,0.008337899325821282,0.010338995164018391,0.007361173976225076,0.0
86,0.9659568874868559,0.02334384858044164,0.0075446898002103045,0.0028391167192429023,0.0001577287066246057,0.0001577287066246057
87,0.15,0.0,0.15,0.175,0.525,0.0
88,0.8821138211382114,0.04878048780487805,0.023577235772357725,0.024390243902439025,0.02113821138211382,0.0
90,0.9939805926002803,0.004566446992890872,0.0004151315448082611,0.0003113486586061958,0.000726480203414457,0.0
91,1.0,0.0,0.0,0.0,0.0,0.0
92,1.0,0.0,0.0,0.0,0.0,0.0
93,0.9501385041551247,0.03445983379501385,0.013074792243767314,0.002326869806094183,0.0,0.0
94,0.8491508491508492,0.08191808191808192,0.04329004329004329,0.02097902097902098,0.004662004662004662,0.0
95,0.9964690304546123,0.003530969545387671,0.0,0.0,0.0,0.0
96,0.9949087105655792,0.004229923246120006,0.0008613661883008014,0.0,0.0,0.0
97,1.0,0.0,0.0,0.0,0.0,0.0
